state_fips,license_type_code,license_type_name,license_category,permits_on_premise,permits_off_premise,permits_beer,permits_wine,permits_spirits,retail_channel,abv_limit,quota_limited,quota_notes,transferable,annual_fee_range,issuing_authority,statutory_reference,notes,research_status,research_source,last_verified_date
39,OH_C2,C2 Permit (Wine Off-Premises),off_premise,False,True,False,True,False,grocery,,False,,True,,Ohio Division of Liquor Control,ORC §4303.03,Wine and mixed beverages carry-out; grocery,draft,https://com.ohio.gov/divisions-and-programs/liquor-control/permit-information,2026-03-24
39,OH_C2X,C2X Permit (Wine and Spirits Off-Premises),off_premise,False,True,False,True,True,liquor_store,,True,,True,,Ohio Division of Liquor Control,ORC §4303.03,State-agency liquor store contract; OH is control state for spirits,draft,https://com.ohio.gov/divisions-and-programs/liquor-control/permit-information,2026-03-24
39,OH_A1,A1 Permit (Brewery),manufacturer,True,True,True,False,False,any,,False,,True,,Ohio Division of Liquor Control,ORC §4303.02,Brewery; taproom (A-1c) and retail,draft,https://com.ohio.gov/divisions-and-programs/liquor-control/permit-information,2026-03-24
39,OH_A2,A2 Permit (Winery/Farm Winery),farm_winery,True,True,False,True,False,any,,False,,True,,Ohio Division of Liquor Control,ORC §4303.04,Winery production; tasting room and retail,draft,https://com.ohio.gov/divisions-and-programs/liquor-control/permit-information,2026-03-24
39,OH_A3,A3 Permit (Distillery),manufacturer,True,True,False,False,True,any,,False,,True,,Ohio Division of Liquor Control,ORC §4303.06,Distillery; tasting room; spirits sold through state system,draft,https://com.ohio.gov/divisions-and-programs/liquor-control/permit-information,2026-03-24
39,OH_B1,B1 Permit (Wholesale Beer),wholesaler,False,False,True,False,False,any,,False,,True,,Ohio Division of Liquor Control,ORC §4303.07,Beer wholesale distribution,draft,https://com.ohio.gov/divisions-and-programs/liquor-control/permit-information,2026-03-24
39,OH_B2,B2 Permit (Wholesale Wine),wholesaler,False,False,False,True,False,any,,False,,True,,Ohio Division of Liquor Control,ORC §4303.08,Wine wholesale distribution,draft,https://com.ohio.gov/divisions-and-programs/liquor-control/permit-information,2026-03-24
40,OK_ONPR,Mixed Beverage On-Premises License,on_premise,True,False,True,True,True,bar_restaurant,,False,,True,,Oklahoma ABLE Commission,37A OS §2-110,On-premises all beverages; restaurants and bars,draft,https://www.ok.gov/able/Licensing/,2026-03-24
40,OK_ONBW,Beer and Wine On-Premises License,on_premise,True,False,True,True,False,bar_restaurant,,False,,True,,Oklahoma ABLE Commission,37A OS §2-110,Beer and wine only on-premises,draft,https://www.ok.gov/able/Licensing/,2026-03-24
40,OK_RPKG,Retail Package Store License,off_premise,False,True,True,True,True,liquor_store,,False,,True,,Oklahoma ABLE Commission,37A OS §2-109,Spirits wine and beer off-premises; standalone liquor store,draft,https://www.ok.gov/able/Licensing/,2026-03-24
40,OK_OFBW,Off-Premises Beer and Wine License,off_premise,False,True,True,True,False,grocery,,False,,True,,Oklahoma ABLE Commission,37A OS §2-108,Beer and wine off-premises; grocery and convenience; low-point beer was eliminated 2018,draft,https://www.ok.gov/able/Licensing/,2026-03-24
40,OK_BREW,Brewer License,manufacturer,True,True,True,False,False,any,,False,,True,,Oklahoma ABLE Commission,37A OS §2-104,Beer production; taproom and wholesale,draft,https://www.ok.gov/able/Licensing/,2026-03-24
40,OK_SMBR,Small Brewer Self-Distribution License,craft_brewery,True,True,True,False,False,any,,False,,True,,Oklahoma ABLE Commission,37A OS §2-104,Limited production; self-distribute to retailers,draft,https://www.ok.gov/able/Licensing/,2026-03-24
40,OK_WINE,Winemaker License,farm_winery,True,True,False,True,False,any,,False,,True,,Oklahoma ABLE Commission,37A OS §2-105,Wine production; tasting room and direct sales,draft,https://www.ok.gov/able/Licensing/,2026-03-24
40,OK_DIST,Distiller License,manufacturer,True,True,False,False,True,any,,False,,True,,Oklahoma ABLE Commission,37A OS §2-106,Spirits production; tasting room,draft,https://www.ok.gov/able/Licensing/,2026-03-24
40,OK_CLSB,Class B Wholesaler License,wholesaler,False,False,True,True,True,any,,False,,True,,Oklahoma ABLE Commission,37A OS §2-107,Beer distribution and wine/spirits wholesale,draft,https://www.ok.gov/able/Licensing/,2026-03-24
40,OK_SEVT,Special Event License,special_event,True,False,True,True,True,any,,False,,False,,Oklahoma ABLE Commission,37A OS §2-115,Temporary events up to 10 days; quarterly or annual,draft,https://www.ok.gov/able/Licensing/,2026-03-24
41,OR_FONP,Full On-Premises Sales License,on_premise,True,False,True,True,True,bar_restaurant,,False,,True,,Oregon OLCC,ORS §471.175,All beverages by the drink; restaurants bars hotels; spirits from OLCC,draft,https://www.oregon.gov/olcc/pages/license_types.aspx,2026-03-24
41,OR_LONP,Limited On-Premises Sales License,on_premise,True,False,True,True,False,bar_restaurant,,False,,True,,Oregon OLCC,ORS §471.178,Beer wine and cider on-premises only; no spirits,draft,https://www.oregon.gov/olcc/pages/license_types.aspx,2026-03-24
41,OR_OFFP,Off-Premises Sales License,off_premise,False,True,True,True,False,grocery,,False,,True,,Oregon OLCC,ORS §471.186,Beer wine and cider off-premises; grocery and convenience; spirits only at state liquor stores,draft,https://www.oregon.gov/olcc/pages/license_types.aspx,2026-03-24
41,OR_LQST,Liquor Store Agent,off_premise,False,True,True,True,True,liquor_store,,False,,False,,Oregon OLCC,ORS §471.750,OLCC-appointed agent; OR is control state for spirits; sells all beverages,draft,https://www.oregon.gov/olcc/pages/license_types.aspx,2026-03-24
41,OR_BREW,Brewery License,manufacturer,True,True,True,False,False,any,,False,,True,,Oregon OLCC,ORS §471.200,Brew and sell at retail and wholesale; taproom consumption privileges,draft,https://www.oregon.gov/olcc/pages/license_types.aspx,2026-03-24
41,OR_BPUB,Brewery-Public House License,craft_brewery,True,True,True,True,False,any,,False,,True,,Oregon OLCC,ORS §471.200,Brewpub; serve own beer plus wine and cider on-premises,draft,https://www.oregon.gov/olcc/pages/license_types.aspx,2026-03-24
41,OR_WINE,Winery License,farm_winery,True,True,False,True,False,any,,False,,True,,Oregon OLCC,ORS §471.223,Production tasting room and retail; Grower Sales Privilege available,draft,https://www.oregon.gov/olcc/pages/license_types.aspx,2026-03-24
41,OR_DIST,Distillery License,manufacturer,True,True,False,False,True,any,,False,,True,,Oregon OLCC,ORS §471.230,Spirits production; tasting room; sells to OLCC for distribution,draft,https://www.oregon.gov/olcc/pages/license_types.aspx,2026-03-24
41,OR_WMBW,Wholesale Malt Beverage and Wine License,wholesaler,False,False,True,True,False,any,,False,,True,,Oregon OLCC,ORS §471.235,Beer and wine wholesale distribution,draft,https://www.oregon.gov/olcc/pages/license_types.aspx,2026-03-24
41,OR_WRHS,Warehouse License,distributor,False,False,True,True,True,any,,False,,True,,Oregon OLCC,ORS §471.242,Storage and distribution facility for licensed products,draft,https://www.oregon.gov/olcc/pages/license_types.aspx,2026-03-24
42,R,Restaurant Liquor License,on_premise,True,False,True,True,True,bar_restaurant,,True,1 per 3000 county population,True,125-700,PA Liquor Control Board,47 P.S. § 4-401,Quota-limited; allows sale of all alcoholic beverages for on-premise consumption,verified,https://www.paliquorlicenseco.com/understanding-types-of-pa-liquor-licenses/,2026-03-24
42,E,Eating Place Malt Beverage License,on_premise,True,False,True,False,False,bar_restaurant,,True,1 per 3000 county population,True,125-700,PA Liquor Control Board,47 P.S. § 4-401,Beer only; requires seating for 30+ and food service,verified,https://www.paliquorlicenseco.com/understanding-types-of-pa-liquor-licenses/,2026-03-24
42,H,Hotel Liquor License,on_premise,True,False,True,True,True,hotel,,False,No quota for hotels,True,125-700,PA Liquor Control Board,47 P.S. § 4-401,Requires minimum hotel rooms based on municipality population; no quota limit,verified,https://buteralaw.com/newsletters/pa-lcb-liquor/what-is-the-difference-between-an-h-hotel-and-an-r-restaurant-liquor-license-in-pennsylvania/,2026-03-24
42,D,Distributor License,off_premise,False,True,True,False,False,liquor_store,,True,1 per 3000 county population,True,125-700,PA Liquor Control Board,47 P.S. § 4-401,Beer distributor; off-premise malt beverages only in original containers,verified,https://www.paliquorlicenseco.com/understanding-types-of-pa-liquor-licenses/,2026-03-24
42,C,Club License,on_premise,True,False,True,True,True,club,,False,,True,125-700,PA Liquor Control Board,47 P.S. § 4-401,Private club license for mutual benefit organizations,verified,https://www.ramptraining.com/blog/the-many-different-types-of-plcb-licenses-and-permits.html,2026-03-24
42,CC,Catering Club License,on_premise,True,False,True,True,True,club,,False,,True,125-700,PA Liquor Control Board,47 P.S. § 4-401,Club catering license for events,verified,https://www.ramptraining.com/blog/the-many-different-types-of-plcb-licenses-and-permits.html,2026-03-24
42,SOP,Special Occasion Permit,special_event,True,False,True,True,True,any,,False,,False,,PA Liquor Control Board,47 P.S. § 4-408.6,Max 9 nonconsecutive + 10 consecutive days per calendar year; fundraising events only,verified,https://www.pa.gov/agencies/lcb/licensing/resources-for-licensees/special-occasion-permits,2026-03-24
44,A,Class A - Retailer,off_premise,False,True,True,True,True,liquor_store,,True,Set by municipality,True,,Local licensing board,R.I. Gen. Laws § 3-7-6,Off-premise retail; no sales on Christmas or Thanksgiving,verified,https://dbr.ri.gov/sites/g/files/xkgbur696/files/documents/divisions/commlicensing/liquor/Info_RIRetailLicenses.pdf,2026-03-24
44,B,Class B Full Privilege - Victualer,on_premise,True,False,True,True,True,bar_restaurant,,True,Set by municipality,True,,Local licensing board,R.I. Gen. Laws § 3-7-7,On-premise all beverages; requires food service (victualing house),verified,https://law.justia.com/codes/rhode-island/title-3/chapter-3-7/section-3-7-7/,2026-03-24
44,BT,Class B Full Privilege - Tavern,on_premise,True,False,True,True,True,bar_restaurant,,True,Set by municipality,True,,Local licensing board,R.I. Gen. Laws § 3-7-7,On-premise all beverages; tavern setting,verified,https://dbr.ri.gov/sites/g/files/xkgbur696/files/documents/divisions/commlicensing/liquor/Info_RIRetailLicenses.pdf,2026-03-24
44,BL,Class B Limited - Beer & Wine Victualer,on_premise,True,False,True,True,False,bar_restaurant,,True,Set by municipality,True,,Local licensing board,R.I. Gen. Laws § 3-7-7,On-premise beer and wine only; requires food service,verified,https://dbr.ri.gov/sites/g/files/xkgbur696/files/documents/divisions/commlicensing/liquor/Info_RIRetailLicenses.pdf,2026-03-24
44,C,Class C - Saloon,on_premise,True,False,True,True,True,bar_restaurant,,True,Set by municipality,True,,Local licensing board,R.I. Gen. Laws § 3-7-8,On-premise consumption; no sales after midnight or before 6am,verified,https://law.justia.com/codes/rhode-island/title-3/chapter-3-7/section-3-7-8/,2026-03-24
44,D,Class D - Club,on_premise,True,False,True,True,True,club,,True,Set by municipality,False,,Local licensing board,R.I. Gen. Laws § 3-7-9,Private club; all liquor; requires charter,verified,https://dbr.ri.gov/sites/g/files/xkgbur696/files/documents/divisions/commlicensing/liquor/Info_RIRetailLicenses.pdf,2026-03-24
44,DL,Class D Limited - Club Beer & Wine,on_premise,True,False,True,True,False,club,,True,Set by municipality,False,,Local licensing board,R.I. Gen. Laws § 3-7-9,Private club; beer and wine only,verified,https://dbr.ri.gov/sites/g/files/xkgbur696/files/documents/divisions/commlicensing/liquor/Info_RIRetailLicenses.pdf,2026-03-24
44,E,Class E - Druggist,off_premise,False,True,True,True,True,pharmacy,,False,,False,,Local licensing board,R.I. Gen. Laws § 3-7-10,Pharmacy/druggist off-premise sales,verified,https://dbr.ri.gov/sites/g/files/xkgbur696/files/documents/divisions/commlicensing/liquor/Info_RIRetailLicenses.pdf,2026-03-24
44,F,Class F - Beer & Wine 19hr,on_premise,True,False,True,True,False,bar_restaurant,,True,Set by municipality,False,,Local licensing board,R.I. Gen. Laws § 3-7-11,Beer and wine; 19-hour operation (6am-1am); for nonprofits and organizations,verified,https://dbr.ri.gov/sites/g/files/xkgbur696/files/documents/divisions/commlicensing/liquor/Info_RIRetailLicenses.pdf,2026-03-24
44,F1,Class F-1 - All Liquor 19hr,on_premise,True,False,True,True,True,bar_restaurant,,True,Set by municipality,False,,Local licensing board,R.I. Gen. Laws § 3-7-11,All liquor; 19-hour operation (6am-1am); for nonprofits and organizations,verified,https://dbr.ri.gov/sites/g/files/xkgbur696/files/documents/divisions/commlicensing/liquor/Info_RIRetailLicenses.pdf,2026-03-24
45,PBW,On-Premises Beer & Wine Permit,on_premise,True,False,True,True,False,bar_restaurant,,False,,False,400-800,SC Dept of Revenue,S.C. Code § 61-4,Beer and wine for on-premise consumption,verified,https://dor.sc.gov/alcohol-beverage-licensing-abl/license-directory/premises-beer-wine-permit-pbw,2026-03-24
45,PBG,Off-Premises Beer & Wine Permit,off_premise,False,True,True,True,False,general_retail,,False,,False,400-800,SC Dept of Revenue,S.C. Code § 61-4,Beer and wine for off-premise consumption; grocery/convenience stores,verified,https://dor.sc.gov/alcohol-beverage-licensing-abl/license-directory/premises-beer-wine-permit-pbg,2026-03-24
45,LBD,Liquor By The Drink,on_premise,True,False,True,True,True,bar_restaurant,,False,,False,,SC Dept of Revenue,S.C. Code § 61-6,On-premise consumption of all alcoholic beverages; requires local referendum approval,verified,https://dor.sc.gov/alcohol-beverage-licensing-abl/liquor-licensing,2026-03-24
45,RLD,Retail Liquor Dealer License,off_premise,False,True,False,True,True,liquor_store,,False,,False,,SC Dept of Revenue,S.C. Code § 61-6,Retail liquor to-go only; wines up to 21% ABV and liquor,verified,https://dor.sc.gov/alcohol-beverage-licensing-abl/liquor-licensing,2026-03-24
45,PML,Liquor Manufacturer License,manufacturer,False,False,False,False,True,any,,False,,False,50200,SC Dept of Revenue,S.C. Code § 61-6,Distilled spirits manufacturing; $200 filing + $50200 biennial fee,verified,https://dor.sc.gov/alcohol-beverage-licensing-abl/license-directory/liquor-manufacturer-license-pml,2026-03-24
45,PDW,Domestic Winery Permit,farm_winery,True,True,False,True,False,any,,False,,False,400,SC Dept of Revenue,S.C. Code § 61-4,Wine production; $300 filing + $400 biennial license fee,verified,https://dor.sc.gov/alcohol-beverage-licensing-abl/license-directory/domestic-winery-permit-pdw,2026-03-24
45,PWY,Brewery Permit,craft_brewery,True,True,True,False,False,any,,False,,False,400,SC Dept of Revenue,S.C. Code § 61-4,Beer production; $300 filing + $400 biennial license fee,verified,https://dor.sc.gov/alcohol-beverage-licensing-abl/license-directory/brewery-permit-pwy,2026-03-24
45,PMD,Liquor Micro Distillery License,manufacturer,True,True,False,False,True,any,,False,,False,,SC Dept of Revenue,S.C. Code § 61-6,Small-scale spirits production,verified,https://dor.sc.gov/alcohol-beverage-licensing-abl/license-directory/liquor-micro-distillery-license-pmd,2026-03-24
45,PWB,Beer & Wine Wholesaler/Distributor Permit,wholesaler,False,False,True,True,False,any,,False,,False,2200,SC Dept of Revenue,S.C. Code § 61-4,Wholesale distribution of beer and wine; $300 filing + $2200 biennial fee,verified,https://dor.sc.gov/alcohol-beverage-licensing-abl/license-directory/beer-wine-wholesalerdistributor-permit-pwb,2026-03-24
46,ON-SALE,Retail On-Sale Liquor License,on_premise,True,False,True,True,True,bar_restaurant,,True,Set by local municipality,True,1500,SD Dept of Revenue,SDCL 35-4,All alcoholic beverages for on-premise consumption,verified,https://dor.sd.gov/businesses/taxes/alcohol/liquor-retailers-other-liquor-licenses/,2026-03-24
46,OFF-SALE,Package Off-Sale Liquor License,off_premise,False,True,True,True,True,liquor_store,,True,Set by local municipality,True,500,SD Dept of Revenue,SDCL 35-4,All alcoholic beverages in original packages for off-premise consumption,verified,https://dor.sd.gov/businesses/taxes/alcohol/liquor-retailers-other-liquor-licenses/,2026-03-24
46,MALT-WINE,Retail Malt Beverage & SD Farm Wine License,dual,True,True,True,True,False,bar_restaurant,,False,,True,300,SD Dept of Revenue,SDCL 35-4,Malt beverages and SD farm wine for on or off-premise consumption,verified,https://dor.sd.gov/businesses/taxes/alcohol/liquor-retailers-other-liquor-licenses/,2026-03-24
46,MFG,Manufacturer's License,manufacturer,False,False,True,True,True,any,,False,,False,,SD Dept of Revenue,SDCL 35-4,Manufacturing/production of alcoholic beverages,verified,https://dor.sd.gov/businesses/taxes/alcohol/manufacturer-s-license/,2026-03-24
47,LBD-REST,Liquor-by-the-Drink Restaurant License,on_premise,True,False,True,True,True,bar_restaurant,,False,,False,,TN Alcoholic Beverage Commission,T.C.A. § 57-4,Full restaurant LBD; liquor/wine/high gravity beer; 8%+ ABW,verified,https://www.tn.gov/abc/licensing/liquor-by-the-drink-licenses.html,2026-03-24
47,LBD-LSR,Limited Service Restaurant License,on_premise,True,False,True,True,True,bar_restaurant,,False,,False,,TN Alcoholic Beverage Commission,T.C.A. § 57-4,Bar/limited-service restaurant; liquor/wine/high gravity beer on-premise,verified,https://www.tn.gov/abc/licensing/liquor-by-the-drink-licenses/limited-service-restaurant--lbd-.html,2026-03-24
47,LBD-HOTEL,Hotel/Motel License,on_premise,True,False,True,True,True,hotel,,False,,False,,TN Alcoholic Beverage Commission,T.C.A. § 57-4,Hotel/motel LBD license for on-premise consumption,verified,https://www.tn.gov/abc/licensing/liquor-by-the-drink-licenses.html,2026-03-24
47,LBD-CLUB,Private Club License,on_premise,True,False,True,True,True,club,,False,,False,,TN Alcoholic Beverage Commission,T.C.A. § 57-4,Private club; liquor/wine/high gravity beer on-premise,verified,https://www.tn.gov/abc/licensing/liquor-by-the-drink-licenses.html,2026-03-24
47,LBD-CATER,Caterer License,on_premise,True,False,True,True,True,any,,False,,False,,TN Alcoholic Beverage Commission,T.C.A. § 57-4,Catering at various locations in approved jurisdictions,verified,https://www.tn.gov/abc/licensing/liquor-by-the-drink-licenses/caterer-license--lbd-.html,2026-03-24
47,LBD-WINE,Wine Only Restaurant License,on_premise,True,False,False,True,False,bar_restaurant,,False,,False,,TN Alcoholic Beverage Commission,T.C.A. § 57-4,Wine only for on-premise consumption at restaurants,verified,https://www.tn.gov/abc/licensing/liquor-by-the-drink-licenses.html,2026-03-24
47,LBD-SO,Special Occasion License,special_event,True,False,True,True,True,any,,False,,False,,TN Alcoholic Beverage Commission,T.C.A. § 57-4,Temporary special occasion events,verified,https://www.tn.gov/abc/licensing/liquor-by-the-drink-licenses.html,2026-03-24
47,BEER,Beer Permit,on_premise,True,True,True,False,False,any,,False,,False,,Local Beer Board,T.C.A. § 57-5,Beer only (under 8% ABW); issued by local beer boards not TABC,verified,https://www.tn.gov/abc/licensing.html,2026-03-24
47,RFSWINE,Retail Food Store Wine License,off_premise,False,True,False,True,False,grocery,,False,,False,,TN Alcoholic Beverage Commission,T.C.A. § 57-3,Wine sales in grocery/food stores for off-premise consumption,verified,https://schafferlawfirmtn.com/how-to-get-a-liquor-license-in-tennessee/,2026-03-24
47,WINERY,Winery License,manufacturer,True,True,False,True,False,any,,False,,False,,TN Alcoholic Beverage Commission,T.C.A. § 57-3,Wine production and sales,verified,https://www.tn.gov/abc/licensing.html,2026-03-24
47,DISTILLER,Distiller License,manufacturer,False,False,False,False,True,any,,False,,False,,TN Alcoholic Beverage Commission,T.C.A. § 57-3,Spirits distillation,verified,https://www.tn.gov/abc/licensing.html,2026-03-24
48,MB,Mixed Beverage Permit,on_premise,True,False,True,True,True,bar_restaurant,,False,,True,,TX Alcoholic Beverage Commission,Tex. Alco. Bev. Code,Spirits/wine/beer on-premise; can add FB certificate for food service,verified,https://www.tabc.texas.gov/services/tabc-licenses-permits/tabc-license-permit-types/,2026-03-24
48,BG,Wine and Malt Beverage Retailer's Permit,dual,True,True,True,True,False,bar_restaurant,,False,,True,,TX Alcoholic Beverage Commission,Tex. Alco. Bev. Code,Wine and beer on- and off-premise consumption,verified,https://www.tabc.texas.gov/services/tabc-licenses-permits/tabc-license-permit-types/,2026-03-24
48,BQ,Wine and Malt Beverage Retailer's Off-Premise Permit,off_premise,False,True,True,True,False,convenience,,False,,True,,TX Alcoholic Beverage Commission,Tex. Alco. Bev. Code,Wine and beer off-premise only; convenience stores/gas stations,verified,https://www.tabc.texas.gov/services/tabc-licenses-permits/tabc-license-permit-types/,2026-03-24
48,BE,Wine and Malt Beverage Retailer's On-Premise Permit,on_premise,True,False,True,True,False,bar_restaurant,,False,,True,,TX Alcoholic Beverage Commission,Tex. Alco. Bev. Code,Wine and beer on-premise only,verified,https://www.tabc.texas.gov/services/tabc-licenses-permits/tabc-license-permit-types/,2026-03-24
48,BF,Retail Dealer's Off-Premise License,off_premise,False,True,True,False,False,convenience,,False,,True,,TX Alcoholic Beverage Commission,Tex. Alco. Bev. Code,Malt beverages only for off-premise consumption,verified,https://www.tabc.texas.gov/services/tabc-licenses-permits/tabc-license-permit-types/,2026-03-24
48,P,Package Store Permit,off_premise,False,True,True,True,True,liquor_store,,False,,True,,TX Alcoholic Beverage Commission,Tex. Alco. Bev. Code,All alcoholic beverages off-premise; liquor store,verified,https://www.tabc.texas.gov/services/tabc-licenses-permits/tabc-license-permit-types/,2026-03-24
48,Q,Wine Only Package Store Permit,off_premise,False,True,False,True,False,liquor_store,,False,,True,,TX Alcoholic Beverage Commission,Tex. Alco. Bev. Code,Wine only off-premise sales,verified,https://www.tabc.texas.gov/services/tabc-licenses-permits/tabc-license-permit-types/,2026-03-24
48,N,Private Club Registration Permit,on_premise,True,False,True,True,True,club,,False,,True,,TX Alcoholic Beverage Commission,Tex. Alco. Bev. Code,Spirits/wine/beer on-premise for club members; can operate in dry areas,verified,https://www.tabc.texas.gov/services/tabc-licenses-permits/tabc-license-permit-types/,2026-03-24
48,NB,Private Club Beer and Wine Permit,on_premise,True,False,True,True,False,club,,False,,True,,TX Alcoholic Beverage Commission,Tex. Alco. Bev. Code,Beer and wine only for club members on-premise,verified,https://www.tabc.texas.gov/services/tabc-licenses-permits/tabc-license-permit-types/,2026-03-24
48,NE,Private Club Exemption Certificate,on_premise,True,False,True,True,True,club,,False,,True,,TX Alcoholic Beverage Commission,Tex. Alco. Bev. Code,Fraternal/veterans organizations; exempt from some membership rules,verified,https://www.tabc.texas.gov/services/tabc-licenses-permits/tabc-license-permit-types/,2026-03-24
48,W,Wholesaler's Permit,wholesaler,False,False,False,True,True,any,,False,,True,,TX Alcoholic Beverage Commission,Tex. Alco. Bev. Code,Wholesale of distilled spirits and wine to retailers,verified,https://www.tabc.texas.gov/services/tabc-licenses-permits/tabc-license-permit-types/,2026-03-24
48,BB,General Distributor's License,distributor,False,False,True,False,False,any,,False,,True,,TX Alcoholic Beverage Commission,Tex. Alco. Bev. Code,Distribution of malt beverages,verified,https://www.tabc.texas.gov/services/tabc-licenses-permits/tabc-license-permit-types/,2026-03-24
48,BW,Brewer's License,manufacturer,False,False,True,False,False,any,,False,,True,,TX Alcoholic Beverage Commission,Tex. Alco. Bev. Code,Malt beverage manufacturing/importing,verified,https://www.tabc.texas.gov/services/tabc-licenses-permits/tabc-license-permit-types/,2026-03-24
48,FB,Food and Beverage Certificate,other,True,False,True,True,True,bar_restaurant,,False,,True,,TX Alcoholic Beverage Commission,Tex. Alco. Bev. Code,Attaches to MB/BG/BE/N/NB/NE; allows food service with alcohol,verified,https://www.tabc.texas.gov/services/tabc-licenses-permits/tabc-license-permit-types/,2026-03-24
48,LP,Local Distributor's Permit,distributor,False,False,True,True,True,any,,False,,True,,TX Alcoholic Beverage Commission,Tex. Alco. Bev. Code,Local distribution of alcoholic beverages,verified,https://www.tabc.texas.gov/services/tabc-licenses-permits/tabc-license-permit-types/,2026-03-24
49,FSR,Full-Service Restaurant License,on_premise,True,False,True,True,True,bar_restaurant,,True,1 per 3167 pop (by 2031),False,,UT Dept of Alcoholic Beverage Services,Utah Code § 32B,All alcoholic beverages on-premise; quota-limited; food sales required,verified,https://abs.utah.gov/licenses-permits/license-information/,2026-03-24
49,LSR,Limited-Service Restaurant License,on_premise,True,False,True,True,False,bar_restaurant,,False,,False,,UT Dept of Alcoholic Beverage Services,Utah Code § 32B,Beer/wine/heavy beer on-premise; no distilled spirits,verified,https://abs.utah.gov/wp-content/uploads/Restaurant_Limited_Service_Handbook.pdf,2026-03-24
49,BEER-REST,Beer-Only Restaurant License,on_premise,True,False,True,False,False,bar_restaurant,,False,,False,,UT Dept of Alcoholic Beverage Services,Utah Code § 32B,Beer only on-premise; 5% ABV limit,verified,https://abs.utah.gov/licenses-permits/license-information/,2026-03-24
49,BAR,Bar Establishment License,on_premise,True,False,True,True,True,bar_restaurant,,True,1 per 7264 pop (by 2031),False,,UT Dept of Alcoholic Beverage Services,Utah Code § 32B,Social drinking establishment; all beverages; food must be available; quota-limited,verified,https://abs.utah.gov/licenses-permits/license-information/,2026-03-24
49,BANQUET,Banquet License,on_premise,True,False,True,True,True,hotel,,False,,False,,UT Dept of Alcoholic Beverage Services,Utah Code § 32B,Conventions/conferences; 50% food sales required; adequate kitchen required,verified,https://abs.utah.gov/licenses-permits/license-information/,2026-03-24
49,RECEPT,Reception Center License,on_premise,True,False,True,True,True,any,,False,,False,,UT Dept of Alcoholic Beverage Services,Utah Code § 32B,Weddings/private events; contracted events only,verified,https://abs.utah.gov/wp-content/uploads/Reception-Center-Handbook.pdf,2026-03-24
49,RESORT,Resort License,on_premise,True,False,True,True,True,hotel,,False,,False,,UT Dept of Alcoholic Beverage Services,Utah Code § 32B,Recreational/sporting resort environment,verified,https://abs.utah.gov/licenses-permits/license-information/,2026-03-24
49,AIRPORT,Airport Lounge License,on_premise,True,False,True,True,True,bar_restaurant,,False,,False,,UT Dept of Alcoholic Beverage Services,Utah Code § 32B,Public airport lounge; hours 8am-midnight,verified,https://abs.utah.gov/licenses-permits/license-information/,2026-03-24
49,HOTEL,Hotel License,on_premise,True,False,True,True,True,hotel,,False,Not subject to regular quotas,False,,UT Dept of Alcoholic Beverage Services,Utah Code § 32B,40+ guest rooms; can hold multiple sublicenses; not quota-restricted,verified,https://abs.utah.gov/licenses-permits/license-information/,2026-03-24
49,BEER-OFF,Off-Premise Beer License,off_premise,False,True,True,False,False,convenience,5.0,False,,False,,Local municipality,Utah Code § 32B,Beer to-go from gas stations/grocery/convenience stores; 5% ABV max,verified,https://abs.utah.gov/licenses-permits/license-information/,2026-03-24
49,PKG-1,Package Agency Type 1,off_premise,False,True,True,True,True,hotel,,False,,False,,UT Dept of Alcoholic Beverage Services,Utah Code § 32B,Resort environment package agency (hotel/ski lodge),verified,https://abs.utah.gov/licenses-permits/license-information/,2026-03-24
49,PKG-2,Package Agency Type 2,off_premise,False,True,True,True,True,general_retail,,False,,False,,UT Dept of Alcoholic Beverage Services,Utah Code § 32B,Conjunction with other business; primary income not from liquor,verified,https://abs.utah.gov/licenses-permits/license-information/,2026-03-24
49,PKG-3,Package Agency Type 3,off_premise,False,True,True,True,True,liquor_store,,False,,False,,UT Dept of Alcoholic Beverage Services,Utah Code § 32B,Standalone liquor sales; main purpose is selling liquor,verified,https://abs.utah.gov/licenses-permits/license-information/,2026-03-24
49,ARENA,Arena License,on_premise,True,False,True,True,True,any,,False,,False,,UT Dept of Alcoholic Beverage Services,Utah Code § 32B,Sports arenas and event venues,verified,https://abs.utah.gov/licenses-permits/license-information/,2026-03-24
50,1ST,First Class License,on_premise,True,False,True,True,False,bar_restaurant,,False,,False,,VT Dept of Liquor and Lottery,7 V.S.A. § 2,Beer and wine on-premise for restaurants/bars/clubs/hotels,verified,https://liquorcontrol.vermont.gov/which-license/restaurant-bar/first-class,2026-03-24
50,2ND,Second Class License,off_premise,False,True,True,True,False,general_retail,,False,,False,,VT Dept of Liquor and Lottery,7 V.S.A. § 2,Beer/wine/tobacco off-premise retail (stores),verified,https://liquorcontrol.vermont.gov/which-license,2026-03-24
50,3RD,Third Class License,on_premise,True,False,False,False,True,bar_restaurant,,False,,False,,VT Dept of Liquor and Lottery,7 V.S.A. § 2,Spirits on-premise; must also hold 1st Class for beer/wine,verified,https://liquorcontrol.vermont.gov/which-license/restaurant-bar,2026-03-24
50,4TH,Fourth Class License,dual,True,True,True,True,True,any,,False,,False,,VT Dept of Liquor and Lottery,7 V.S.A. § 2,Manufacturer tasting/retail; up to 20 locations; sell own product + 5 others,verified,https://liquorcontrol.vermont.gov/which-license,2026-03-24
